id;image_url;image_format;link;title;date
1874-273854;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/57/22/35/57223589397814440730953727440063141892.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273854;Kaart, welke afbeeld de gedaante van den Kleefschen Polder genoemd De Pley ...;1770
1874-273855;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/66/07/166607677590994482044566460147675669639.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273855;Kaart, vertoonende de waare gedaante van den Bylandschenwaard, benevens den loop der rivieren: De boven Rhyn, Whaal, en Pannerdensche canaal ...: zynde tot een klaarder denkbeeld van de ongemeen groote verandering in de situatie en loop der riviere daar t;1771
1874-273856;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/68/01/53/680153929781085491989267228416979880.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273856;Plan van het nieuwe kanaal door den eertyds Bylandschen nu Hollandschen Waard ...;1798
1874-273857;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/26/56/87/26568757507127761974813152994749280143.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273857;Plan van het nieuwe kanaal door den eertyds Bylandschen nu Hollandschen Waard, zo als het zelve by eene Inspectie en Peilingen in het begin van Maart 1775 gesitueert was,: met byvoeging van een gedeelte der rivier bovenwaards tot aan de Zalmoortsche Ryswa;1798
1874-273858;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/97/28/159728295464359459867162242515435216965.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273858;Plan van het nieuwe kanaal door den eertyds bylandschen waard, zoals het zelve by eene Inspectie, en volgens Regt- en Dwers-peilingen, op op den 9en April 1776 tot den 14en dito ingeslooten gedaan, gesitueerd was: zijnde hier aangevoegd een Gedeelte der R;1798
1874-273859;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/34/22/44/34224486387227474825265175181104862416.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273859;Gemeeten kaart van de rivier de Whaal, beginnende even boven de scheiding van het Kekensche en Bimmensche, lopende van daar benedenwaards langs Herwen en Millingen, tot in den Beneden Whaal tegen de Scheid-paal tusschen Doornenburg en Gent, vervattende de;1798
1874-273860;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/42/73/30/42733078513985730809918619785993158151.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273860;Plan van de oude en verzande Rhyn-mond;1805
1874-273861;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/29/29/162929624671931424729339314102568723212.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273861;Kaart of Platte Grond-Tekening, van den nieuwen Yssel-mond door de Pley, strekkende uit den Beneden Rhyn tot in den Ouden Yssel, by de Westervoordsche Veerdam, gegraven in den Jaare 1773,1774 en 1775. zo als dezelve by de opneminge en peilingen verrigt in;1778
1874-273920;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/25/74/58/25745803663201689575633778321776850022.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273920;Kaart van de Beneeden rivier de Maas en de Merwede, van de Noord Zee tot Gorinchem: de vyf blaaden van de Maas en Merwede in een generale kaart door M. Bolstra;1749
1874-273921;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/91/46/82/91468228689288466848589091439846195942.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273921;Caarte ofte afteeckening van de rivier de Merwede van Gorichem af benedenwaarts etc.;1730
1874-274054;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/75/45/157545093839063176125506073807029876566.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274054;Kaart van een gedeelte der rivier de Merwede van des-zelfs begin (als de samenkomst van Waal en Maas) tot beneden Hardinksveld met de Oude Wiel en Killen;1745
1874-274055;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/20/12/82/20128251950449769752941738989805286375.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274055;De Rivier de Merwede, van ontrent de Steenen-hoek, Oostwaards-op tot verby het dorp van Sleeuwyk: met den Ouden-Wiel, en de Killen, die uit deselve na den Bies-Bos afloopen etc.;1729
1874-274056;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/93/59/149359717178478618458408905118733964856.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274056;[Kaart van de Merwede en een gedeelte van de Maas van Gorinchem tot voorbij Loevestein];1755
1874-274057;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/40/40/63/4040631286929626148529719620779048453.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274057;Plan van een gedeelte der rivier de Whaal, de Maas, en Merwede, omtrent het Fort Loevestein, Woudrichem, Dalem, en Gorinchem. Zoo als de zelve bij hermeetinge en peilingen (zoo veel de rivier belangt) zig bevond in de maand Juny 1777 ...;1779
1874-274058;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/78/34/117834306028999042316246822887088134022.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274058;[Kaart van de Merwede van Hardinxveld tot Sleeuwijk]: [Melchior Bolstra];1769
1874-274059;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/70/76/27/70762703345757170912514579574178761699.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274059;[Kaart van de rivier de Merwede bij Dordrecht wegens de verzanding van de rivier ter hoogte van Dordrecht en Papendrecht];1761
1874-274060;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/80/05/01/80050131100808325039824456439149925693.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274060;Kaart van de riviere de Merwede by en omtrent Hardinxveld met eenige geprojecteerde waterwerken AB. CD. en EF. tot verbetering van dat riviervak ...;1779
1874-274061;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/74/23/167423309437827164408496656963467251123.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274061;Rivier en kanaal kaart van de Linge en de Zederik, met dezelver verlenging, ter uitwatering aan Steenenhoek, behoorende tot de beschouwing van de uitstroming der Opper Rijn, Waal en Maas wateren tot in zee en het daartoe dienend ontwerp om een Nieuwe Merw;1819
1874-274062;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/91/05/119105057697052932859230928973380198640.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274062;Kaart, behoorende tot de grondbeginselen van het ontwerp der Nieuwe Merwede en de bedijking van de Oude Merwede en den Biesbosch of het Bergsche Veld in 1818;1819
1874-274064;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/18/81/61/18816159817438411753590257948243528947.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274064;Kaarten en en platen, behoorende tot het werk, getiteld: Proeve van een ontwerp tot scheiding der rivieren de Whaal en de Boven-Maas ...;1823
1874-274065;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/23/51/10/23511036785289710599035785624669728342.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274065;Kaart van de Oude Maas, omtrent de Lint en Krabbe, met eenige dieptens en concept kribbens, zoo als die met de letters A.B en C, zyn afgetekend, benevens de coers en strekking des vaar waters, zoo van Rotterdam op de Krabbe, als van de Krabbe op Dordrecht;1771
1874-274066;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/94/69/17/94691736253554726665226334446447795196.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274066;Kaart van het riviervak op den Ouden Maas, genaamd de Lint ...;1796
1874-274067;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/84/40/03/84400366828129670928168576417664426247.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274067;[De Oude Maas];1797
1874-274106;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/16/04/111604784416192763718518801003370841510.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274106;Schets van den westelijkste mond der Krabbe, met de daar in gevonde dieptens ... 1798;1800
1874-274107;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/36/01/51/36015143206387227988407013844493420889.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274107;Kaart van de Merwede of Nieuwe Maas, van den Yssel tot Rotterdam, met de geprojecteerde waterwerken A. B. en C, ter verbetering van dit rivier-vak;1772
1874-274108;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/73/97/94/73979481027161201128449191332891619759.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274108;Kaart van de Merwede of Nieuwe Maas, van Rotterdam tot Schiedam, waar op de loop van het vaar-water afgebeeld, en voorts eenige projecten getekend staan ter verbetering van het vaar-water op Delfshaven;1772
1874-274109;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/63/81/08/63810857639901126880491137278846106525.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274109;Kaart van den loop der Nieuwe Maas gevolgd naar de groote kaart van den landmeeter M. Bolstra;1772
1874-274110;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/69/52/45/69524530884436872967549606358783793458.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274110;Kaart van de rivier de Maas bij Rotterdam volgens gedaane meeting in Augustus 1791;1792
1874-274112;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/04/77/120477115302841050357016168836334544565.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274112;Caart van de rivier de Maas voor Vlaardingen, met een project tot verbeetering van het vaarwater, zijnde de peilingen der dieptens op ordinair hoog water gereduceerd in 1800;1800
1874-274113;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/73/17/02/73170265505271013917245714664413325767.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274113;Nieuwe kaart van 't begin der Maas tot voorbij den Briel en Maassluis tot Vlaardinge de diepte in Rijnlandsche voeten gemeen laag water;1758
1874-274114;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/47/39/164739749676494522601611320206890933700.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274114;Het eylandt West-Voorn of Goedereede met de dieptens en de droogtens ronds-omme, tot aan den Hoek van Hollandt, etc.;1733
1874-274115;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/22/31/152231003761117916030137463545545851625.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274115;Kaart en aftekening van een gedeelte van het GoederÃªesche Zee-Gat, als mede een gedeelte van de rivier Flacquee, met aanwyzing van de dieptens in Rhynlandsche voeten ...;1781
1874-274116;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/39/82/38/3982389748899949167500151492016084779.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274116;Kaart van een gedeelte van het Haringvliet en den Krammer of het Volkenrak by de Willemstad;1781
1874-274117;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/92/10/12921006338342611917213653839371767503.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274117;Kaart van een gedeelte der rivier het Haringvliet, van boven den Stadsen Hoek tot Hellevoetsluis, met eenige dwarspeilingen, gedaan by laag water in maart des jaars 1781;1781
1874-274118;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/77/25/26/77252627626101988680781966156717428296.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274118;Kaart van het Haringvliet en rheede voor Hellevoetsluis, met projecten boven en beneden de Hoornsche Hoofden;1793
1874-274264;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/99/51/19/99511965955213166722925389762976420911.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274264;Accurate kaart van Assendelft: daar in men sien kan waar de dijken sijn ingebrooken, door de hoogewater-vloet, den 25 December 1717;1718
1874-274826;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/87/30/108730140338157451951843102430523798468.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274826;Afbeelding van het vervallen hoornwerk het Pas, geleegen ten Oosten van Sas van Gent over het kanaal op den hoek van den Austrischen Polder in de schorren van Canisvliet;1780
1874-274268;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/13/46/05/13460508602849676143636533576304725166.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274268;Afbeeldinge van Rhynlands waterstaat ten opzigte van 't vergrooten der Haarlemmer of Leydse Meer met de byna gecombineerde en omleggende veenplassen;1740
1874-274246;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/18/60/111860782984661658387627466934181384215.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274246;Algemeene kaart van het Groot Amsterdamsch Kanaal door Noord Holland: ... ondernomen in 1819 en voltooid in 1825;1825
1874-274245;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/53/36/07/53360750519148355133637579465170335967.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274245;Algemeene kaart van het Groot Amsterdamsch Kanaal door Noord Holland: ondernomen in 1819 en voltooid in 1825;1825
1874-274261;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/17/11/08/17110893413729381049631026677549540855.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274261;Beemsterlants caerte;1613
1874-274262;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/86/12/1486120968401998350019641240567426955.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274262;Beemsterlants caerte: met zijne dycken, ringslooten, wegen, wateringen, polders, poldercaden, molens, en molentochten ...;1769
1874-274263;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/93/64/03/93640398313655186394517492357717104169.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274263;Beemsterlants caerte: met zijne dycken, ringslooten, wegen, wateringen, polders, poldercaden, molens, en molentochten ...;1769
1874-274241;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/22/23/162223491361849231815464232024343887668.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274241;"Caarte figuratief van de loop der rivier de Mark tusschen Breda langs Terheijden tot aan het Sant daar buiten met het project van den Dr. des Rocques: relatief aan de memorie hier annex; angewezen en met geel afgezet";1800
1874-274815;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/90/74/22/9074220792751250413122440930666718973.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274815;"Caarte van het Ye; vertoonende des selfs diepte voor en ontrent Amsterdam";1674
1874-274242;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/07/31/120731988144041778085862911934624790610.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274242;Caartje van het Land van tusschen Maas en Waal en van het Rijk van Nijmegen;1799
1874-274258;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/54/70/125470070593478444527115544034495240373.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274258;Caerte van de Heer-Huygen-Waert, met de omliggende dorpen en huysen, soo die tegenwoordich bedyckt en afgegraven is, ... op den 20. Junijus anno 1631;1631
1874-274259;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/25/88/23/25882366643074787567292439120037569273.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274259;Caerte van de Schermeer bedyckt ende by cavels van 15 morgen suyver lant, door lotinge uytgedeelt den 25 October anno 1635;1635
1874-274257;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/32/20/36/32203610391130484030762659205322280392.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274257;Caerte vande Wormer met haere weegen wateringen ende waeter-molens, bestaende in 119 cavelingen elck groot sijnde 15 morgen van 600. Rhijnlantsche roeden;1668
1874-274255;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/40/62/80/40628087387683287288049825798881270832.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274255;Chaerte vande Wieringer Waert: de welcke inden jaere xvi c acht begost is bedyckt te worden ... dat de landen daer inne bedyckt ter nombre van 1895 morgens van 720 roeden de morgen Geestmeerambachts landtmaete of 600 roen binnenbanse ofte Sypse dyckmaete;1611
1874-274474;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/40/11/154011428174477818754936858135694755459.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274474;De stat Dordrecht met de aenpalende landen als Out Dubbeldam, den Zuyt en Noortpolder, den Alloysen of Boven polder, den polder van Wieldrecht met de aenwassen. Als mede de Merwedegront Crayesteyn en vordere rivieren voorby de voornoemden stadt loopende;1725
1874-274251;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/60/10/75/60107558127377698203199012598920021897.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274251;Dykgraaf en Hoogheemraetschap der zeeweeringen van den Hondsbossche en duynen tot Petten;1744
1874-274253;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/88/31/118831396485843899201443917510503346871.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274253;Het Hooge Heemraedt schap van Schielandt ...: kaart ... gemaekt ... in den jare 1651, 1652 en 1653;1765
1874-274271;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/34/84/153484313301610766254595880164606810086.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274271;Kaart (gecopieert uyt de groote kaart van Rhynland d'AÂ° 1687) waar in vertoont word, een concept boven boezem op tweederley wyze, met derzelver boven molens omtrent Spaerendam ...;1769
1874-274265;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/78/46/127846369149839567521508352647129784649.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274265;Kaart der landeryen, gelegen aan of onder de Honderd Gaarden, zo in de Buitenvelder- als stads-polder, van welken de gestreepten van 't Geregt van Nieuwer-Amstel of Amsterveen, en de gestipten, voor 't Geregt van Amsterdam moeten opgedraagen worden enz.;1669
1874-274716;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/05/50/120550875407122218208791116545678878137.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274716;Kaart dienende tot het project van den heer M. van Barneveld ... wegens het maken van een overlaat tusschen Baardwyk en Drunen, tot aflatinge van het overvloedig afkomende boven-water, en voorkominge van inundatien, breeder in de Memorie hier toe relatief;1754
1874-274806;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/83/33/118333868584330742825308390834530481519.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274806;Kaart figuratief van de situatie der Hoofdplaat met de aldaar om en aanleggende schorren en landboorden ...;1777
1874-274243;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/18/00/121800505819081790932362134686569027957.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274243;Kaart figuratif van het verdronken Reiderland;1800
1874-274238;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/76/22/21/76222156664805413598124165886897569156.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274238;Kaart tot het project ontlasting van de Lek boven langs den Diefdyk tot in de Linge waar op een gemeeten kaart volgt langs de Linge tot in de Merwe;1754
1874-274475;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/59/21/41/59214114681787677348602433398647514903.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274475;Kaart van de Graafschappen Buuren en Culenburg, neffens de aangrensende Oude Abdy van Marienwaard het Ampt van Beest en Renoy met de Baronnie van Ackoy, alle boven den Diefdyk gelegen en meetkundig opgenomen. Waar by, tot meerder nut, gevoegt zyn de Vyf H;1761
1874-274809;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/76/72/117672096868877062164727181373769216183.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274809;Kaart van de Heldersche zee-weeringen zoo die reeds zijn anngelegt, als die nog behoorden aangelegt te worden;1792
